47	83	111
47	82	111
46	82	112
19	18	71
19	19	72
19	17	71
19	18	71
85	116	68
85	116	66
85	117	67
85	115	67
34	27	23
34	27	22
35	27	22
34	26	21
110	68	40
109	69	41
110	70	39
109	68	39
80	113	49
80	114	50
79	114	49
80	113	50
112	55	62
113	56	63
112	56	63
113	55	63
29	54	26
28	54	27
29	53	27
28	54	28
69	14	33
69	15	34
70	13	34
70	15	33
37	37	119
37	37	117
38	37	118
36	37	118
105	28	70
105	27	71
105	28	72
105	27	71
25	62	26
25	62	26
25	62	27
26	61	25
34	78	38
34	78	38
35	77	38
34	76	38
99	45	42
100	45	41
101	44	42
100	43	42
37	20	95
38	20	93
38	20	94
38	19	95
47	61	120
47	63	120
47	63	119
46	63	119
23	40	102
23	40	102
23	40	102
23	40	102
92	67	113
93	67	112
92	65	113
92	66	111
121	77	64
121	78	64
122	77	65
122	77	64
101	28	34
101	28	34
100	28	33
100	28	34
48	20	44
49	21	45
48	20	46
48	19	46
101	85	76
102	86	75
103	85	76
102	85	75
93	33	43
93	34	44
94	35	44
94	34	42
13	14	58
12	16	58
12	14	58
13	16	59
45	75	61
44	76	62
44	75	61
44	75	62
40	87	44
40	86	44
41	87	45
41	85	45
62	51	102
61	51	101
61	52	102
62	51	101
42	71	123
41	72	122
43	73	122
42	72	121
14	15	57
13	14	57
14	16	58
51	13	75
51	12	74
52	13	75
51	11	76
22	58	57
22	57	55
23	59	57
23	58	57
113	54	79
113	53	78
114	54	79
114	53	80
55	83	12
55	82	14
56	83	13
55	84	13
121	85	75
120	86	75
121	86	74
120	85	75
107	101	77
107	103	78
107	102	78
108	102	77
63	29	12
64	29	13
63	30	13
63	30	13
79	8	47
79	9	47
78	9	47
78	8	49
101	27	52
100	28	51
100	26	52
100	28	52
42	119	63
41	120	63
42	120	64
42	120	63
76	105	43
77	106	44
77	104	43
77	106	43
43	56	36
44	57	37
44	56	36
43	57	36
88	22	68
88	21	69
89	21	67
89	22	68
71	23	103
70	23	102
71	24	102
71	23	102
50	79	81
50	78	81
49	79	81
50	78	80
97	67	107
97	67	104
97	66	109
97	65	106
116	88	84
115	88	83
116	89	82
116	89	82
75	60	86
76	60	86
75	59	85
76	60	85
14	25	83
13	26	84
13	26	83
13	24	83
39	49	10
38	49	9
38	50	9
39	50	9
35	54	111
35	55	111
36	56	111
36	55	110
124	74	78
123	74	77
124	74	77
123	73	77
60	107	47
61	107	46
60	105	46
60	107	46
78	74	85
78	74	86
78	74	85
78	75	85
37	13	89
36	14	89
36	12	88
36	14	90
54	35	68
55	34	68
55	35	67
56	35	68
115	38	73
116	38	72
115	39	71
116	39	72
58	53	126
58	52	126
57	52	126
58	53	124
11	65	88
10	64	89
11	64	89
11	66	89
88	17	86
87	17	85
87	16	86
86	16	86
39	61	65
40	62	65
38	62	65
39	62	66
101	33	28
102	33	30
102	34	28
102	34	29
42	108	102
42	106	104
41	107	104
41	107	102
112	84	69
112	84	67
112	83	67
111	85	67
18	89	59
19	89	58
19	90	57
18	90	58
12	66	89
13	66	90
14	65	89
13	66	88
107	102	78
66	41	98
67	41	99
66	40	99
67	41	98
110	53	26
109	52	26
109	52	26
109	53	26
14	33	96
13	33	97
14	33	97
13	34	97
32	42	40
33	42	39
32	43	38
32	43	39
107	54	103
107	54	102
106	53	103
106	55	102
25	28	17
25	29	16
25	28	17
25	28	16
51	85	78
52	85	79
52	84	78
52	85	78
45	48	69
43	48	69
44	48	70
43	49	69
123	65	84
122	67	83
123	67	84
122	66	82
44	125	56
44	124	55
44	125	55
45	124	56
39	45	44
39	43	43
39	44	43
39	43	43
40	122	79
40	123	77
40	123	79
40	122	78
104	76	19
105	76	21
105	77	20
104	77	19
108	52	102
107	51	103
107	52	104
107	53	103
44	82	23
43	80	24
43	81	23
44	81	22
45	91	20
45	91	19
44	90	20
44	91	20
27	76	85
26	77	84
27	76	84
27	76	83
18	60	85
17	60	85
19	59	85
18	60	87
65	32	31
66	34	32
66	33	30
65	34	32
37	56	2
38	57	4
38	56	2
37	57	3
22	49	48
22	48	47
22	47	48
22	48	46
66	34	64
65	32	64
66	33	63
66	33	65
46	32	11
46	31	12
47	32	11
45	32	12
31	100	36
31	102	36
31	100	35
30	100	35
44	118	89
43	117	89
43	118	89
44	117	88
46	38	70
45	38	70
45	40	71
46	40	71
46	50	76
47	49	76
46	49	76
46	50	76
15	78	63
16	79	64
15	80	64
15	78	64
22	21	71
23	21	70
23	22	70
23	22	71
115	43	82
116	42	82
115	41	81
115	42	81
73	94	64
73	95	65
73	96	63
72	96	65
16	25	52
16	24	53
16	26	53
16	25	53
21	86	103
22	87	104
23	86	104
22	86	102
48	73	119
48	72	118
48	72	117
48	72	119
30	23	101
31	22	101
31	23	101
31	24	102
6	40	74
6	41	73
6	41	74
7	40	73
77	86	108
77	87	108
77	86	109
78	85	108
51	65	117
51	66	118
52	66	118
51	67	118
58	66	113
57	64	113
58	65	112
58	64	113
33	71	13
33	70	12
34	70	13
33	70	14
96	111	59
95	112	59
95	110	59
95	111	60
28	66	80
28	65	80
29	65	79
29	66	80
39	80	10
40	81	9
40	80	9
39	82	9
28	51	20
28	53	20
28	52	21
28	52	19
19	96	42
19	97	42
18	97	41
18	97	43
93	20	32
92	21	33
93	20	33
92	21	32
13	20	44
13	20	44
12	22	44
12	21	44
84	81	106
83	81	107
83	82	106
82	82	105
31	28	34
30	28	35
31	27	35
31	28	35
115	73	30
115	73	30
115	74	31
115	74	30
62	81	110
63	82	109
61	81	109
62	83	110
95	22	48
94	22	47
93	22	48
94	22	48
9	78	85
9	77	83
9	76	84
8	77	84
76	14	33
76	13	34
75	15	34
76	13	33
107	96	89
108	95	89
107	95	89
107	96	89
113	56	77
114	55	77
114	57	77
115	56	78
93	90	56
93	89	56
93	89	55
93	88	55
78	110	52
78	109	51
77	109	53
77	109	51
116	80	50
117	79	51
117	80	50
117	81	50
39	21	54
39	22	53
38	21	53
39	22	53
26	34	62
27	33	61
27	35	61
27	33	62
46	18	35
46	20	36
46	20	37
45	18	36
80	87	103
81	86	104
80	85	102
81	87	102
54	38	24
55	38	23
55	39	24
55	38	25
42	104	107
43	104	107
42	103	107
42	105	105
89	25	97
88	25	99
90	24	99
89	26	98
75	43	105
75	44	105
75	44	104
74	43	104
82	96	73
81	97	73
81	96	74
82	97	74
17	104	55
17	104	53
17	104	55
18	103	54
48	13	76
48	15	76
49	14	75
49	13	75
27	86	28
26	86	30
27	85	28
28	86	30
26	26	19
27	25	17
26	25	18
26	25	17
37	54	113
38	55	113
38	53	112
37	53	112
16	20	88
16	21	89
17	20	88
16	21	87
53	40	5
54	39	6
52	40	5
53	39	6
34	89	27
34	90	27
33	89	27
33	90	28
47	73	123
46	72	123
46	72	121
46	71	123
39	111	37
40	112	36
38	109	35
39	112	36
13	58	89
12	58	90
13	59	91
13	59	89
81	76	90
83	76	89
84	76	88
83	76	87
87	41	78
86	41	79
87	41	79
86	42	80
37	9	60
37	10	59
38	9	60
38	9	59
30	63	16
31	63	16
30	63	15
31	64	16
99	45	77
99	44	75
100	45	75
100	44	76
29	119	53
29	119	53
29	119	53
29	118	54
37	16	90
38	15	90
38	16	89
38	15	90
27	16	39
27	18	39
28	18	39
28	17	39
102	46	85
101	45	85
102	45	84
102	45	85
84	91	84
84	91	84
84	91	82
85	92	83
37	87	107
36	87	106
36	86	107
36	86	107
25	118	69
25	118	70
25	118	70
25	117	70
40	85	64
41	85	63
41	84	64
41	84	62
22	84	37
22	82	39
22	84	38
22	84	39
100	101	32
100	101	33
100	102	33
99	100	32
81	41	52
81	41	53
80	41	53
81	40	52
67	40	27
67	41	26
68	40	27
67	40	26
30	92	98
30	93	98
31	92	98
30	93	97
34	78	55
33	78	54
33	78	55
34	78	56
110	30	63
110	30	62
110	29	62
110	30	63
55	56	20
54	58	20
55	58	19
54	56	19
60	37	66
59	36	67
60	38	67
59	36	66
78	80	10
78	79	11
79	78	10
79	80	10
41	67	0
40	67	0
40	65	0
41	66	1
59	121	62
58	121	63
59	122	62
59	121	61
26	55	22
25	55	21
24	54	22
25	55	22
59	72	120
59	71	120
60	72	119
60	72	120
15	22	80
16	21	81
15	21	80
15	22	79
39	14	28
38	15	27
39	14	28
38	15	29
90	110	43
92	110	42
91	111	41
91	111	43
56	107	98
56	107	99
56	108	99
55	108	98
38	10	60
45	25	34
46	25	33
46	25	34
46	24	34
71	39	118
70	39	117
71	38	118
70	39	118
46	58	40
46	58	38
46	57	40
45	57	39
24	106	85
23	107	86
23	106	85
23	104	85
45	19	69
45	17	70
44	17	69
45	17	68
73	46	101
73	45	101
72	46	101
72	46	100
54	43	116
55	43	116
55	44	116
55	43	117
41	59	1
42	61	1
42	61	1
42	60	2
31	61	69
31	60	68
30	60	69
30	60	68
47	55	16
48	56	17
47	56	17
48	55	16
89	93	99
89	91	98
88	92	99
88	93	98
21	42	24
20	41	26
21	41	25
20	43	26
44	13	74
46	13	74
45	12	74
45	14	73
32	7	53
33	8	53
32	7	53
33	8	54
54	104	52
54	103	53
53	103	52
54	103	53
102	42	32
103	42	34
103	42	32
104	43	33
52	27	12
52	27	13
52	26	12
53	27	12
39	15	17
38	17	17
38	16	19
39	17	18
56	7	102
56	8	101
56	7	102
55	7	101
115	82	80
115	81	80
114	81	80
115	82	79
98	35	23
97	36	23
97	34	23
98	36	24
31	39	41
30	41	42
31	41	40
30	41	41
104	49	105
103	49	104
103	49	105
104	50	104
48	86	118
48	86	118
47	88	118
47	86	118
102	83	84
103	84	85
102	84	84
101	85	84
16	68	66
17	69	67
17	67	66
17	68	65
32	53	31
33	52	31
32	51	32
32	53	30
14	50	41
14	50	41
14	50	41
14	50	41
24	83	111
25	84	111
25	83	112
25	82	111
39	18	92
39	18	93
38	18	91
38	17	92
78	58	110
77	59	111
78	59	111
78	59	111
12	23	67
12	23	67
13	24	69
13	24	67
107	79	67
36	27	57
35	26	57
36	28	57
35	27	57
98	93	75
98	92	74
98	91	75
97	92	75
60	20	114
60	21	113
61	20	114
60	20	113
31	66	78
31	65	77
31	65	78
30	66	78
22	80	110
23	79	111
23	79	111
23	79	109
62	3	64
62	3	66
63	3	66
63	3	64
32	95	111
32	95	111
33	95	112
33	93	112
49	20	117
49	21	116
49	19	115
49	21	115
73	31	51
74	31	51
74	32	50
73	32	51
74	20	101
75	19	102
75	20	102
74	20	102
58	73	113
59	72	113
58	71	113
58	72	112
118	64	67
118	64	67
118	64	67
119	63	68
28	105	36
29	105	35
29	104	35
28	105	35
30	46	32
30	45	33
31	45	33
30	46	33
13	37	93
12	35	94
13	36	94
12	37	94
55	73	47
54	73	47
54	73	48
54	74	47
95	86	61
95	86	63
96	86	61
95	87	62
107	74	22
107	73	23
108	74	23
107	74	24
121	77	65
122	77	67
122	76	66
25	56	35
25	56	34
25	57	34
26	56	35
39	89	12
40	88	13
39	89	13
39	87	12
66	107	28
65	106	27
66	106	27
65	106	28
53	50	4
54	51	5
53	52	4
52	51	5
108	45	95
108	44	95
108	43	94
107	44	94
94	59	12
95	59	12
94	61	12
94	60	13
64	116	46
65	116	45
65	115	46
65	115	45
11	68	83
10	67	84
11	67	84
11	67	84
78	41	63
78	40	64
77	40	63
78	39	62
26	95	92
26	95	93
26	96	92
25	95	92
48	36	70
49	35	70
48	34	70
49	35	69
34	68	27
33	68	28
34	67	29
34	69	28
95	85	18
96	86	18
96	85	17
96	86	18
81	29	13
81	29	13
81	29	13
81	30	14
45	108	39
46	108	39
45	107	40
46	107	40
85	39	75
85	39	74
86	38	75
85	38	75
10	45	39
10	45	39
10	44	37
10	44	38
44	122	66
44	122	65
44	121	67
44	122	65
109	102	51
109	103	52
109	103	51
109	102	51
104	25	74
104	25	73
103	25	74
104	25	73
61	58	33
61	56	34
60	56	33
61	55	33
17	78	89
17	79	89
16	78	89
17	79	90
91	68	31
92	69	31
91	69	31
91	70	31
41	52	35
42	54	36
41	53	36
42	52	36
39	70	124
39	68	122
38	69	124
39	69	123
49	50	117
50	48	117
49	49	118
49	48	116
13	31	90
12	31	89
12	30	91
12	31	91
55	72	61
56	73	61
55	74	60
55	74	61
5	64	59
6	62	58
6	64	58
6	63	60
48	100	111
48	100	110
49	100	110
48	99	109
100	42	81
100	43	82
99	41	82
100	41	81
81	97	100
81	97	101
81	98	101
81	98	99
8	53	84
9	55	84
8	55	84
9	55	85
105	68	23
105	69	24
105	69	22
104	69	23
72	31	51
73	30	51
72	31	52
72	29	52
16	82	66
16	83	66
16	81	67
16	81	66
106	94	36
106	96	37
106	96	36
105	95	35
44	87	12
43	87	10
44	89	11
45	87	11
40	121	69
40	122	71
41	122	71
40	123	70
53	40	78
54	40	80
53	38	78
54	39	77
38	118	42
39	117	41
38	118	41
39	117	41
7	85	61
8	84	62
8	83	61
8	85	61
88	101	97
88	101	97
88	99	98
88	100	97
65	31	33
65	30	32
64	31	32
64	32	31
64	18	53
65	16	53
66	17	53
65	18	53
64	92	72
63	92	73
64	91	74
65	91	73
56	21	115
56	21	114
56	20	115
56	21	115
8	29	62
8	30	61
8	30	61
8	29	60
3	66	75
4	64	75
3	64	74
4	65	74
52	73	93
53	72	94
53	71	92
54	72	93
68	90	72
68	91	73
68	92	73
68	90	73
70	30	63
70	32	64
70	31	64
71	31	63
82	56	23
82	57	22
82	58	23
82	58	23
120	52	83
119	52	83
120	52	82
120	52	82
21	88	35
22	88	36
21	88	35
21	87	36
58	65	29
58	65	27
58	64	27
57	65	28
32	34	28
33	34	28
32	35	28
31	34	29
44	75	42
43	76	42
43	75	43
44	76	43
87	15	72
88	13	72
88	14	73
87	14	73
52	107	92
52	108	93
52	107	92
52	108	92
58	65	28
33	35	48
33	34	48
33	36	50
32	35	49
97	92	37
96	91	37
97	92	36
96	91	36
74	82	112
74	80	112
73	82	112
73	80	112
47	115	88
46	115	89
46	115	87
46	114	88
50	72	124
51	71	123
50	71	124
49	71	123
51	115	38
51	117	38
52	116	37
51	116	38
118	77	85
117	76	84
118	75	84
118	75	85
66	86	10
67	86	10
66	87	11
67	87	11
36	73	27
37	74	26
36	74	27
37	73	27
16	34	45
17	35	46
16	34	46
17	33	45
41	7	34
40	9	34
40	8	33
39	7	34
60	5	46
59	6	46
60	5	48
60	6	46
30	50	120
29	52	120
29	50	120
30	50	121
17	65	58
19	64	58
18	65	57
18	65	59
46	38	71
46	39	70
47	39	71
47	38	71
16	82	57
17	82	57
16	82	59
17	81	58
63	30	82
64	28	81
62	29	82
63	30	81
20	101	49
20	99	47
20	100	49
20	98	48
59	46	4
59	47	5
59	46	4
59	46	4
51	56	118
52	55	117
51	56	116
51	57	117
53	112	52
53	113	52
53	112	52
53	112	52
34	108	96
34	108	95
35	109	96
34	107	96
41	99	25
42	98	26
42	97	24
42	99	26
46	25	66
47	24	65
47	26	65
47	26	66
48	61	124
47	61	124
48	62	124
48	61	123
60	103	98
60	104	97
61	104	97
61	103	97
32	15	107
32	17	106
32	17	107
33	16	106
32	92	26
33	92	26
33	92	26
33	92	26
92	112	80
91	110	80
92	111	81
91	111	81
18	63	55
18	62	53
19	64	53
19	62	53
70	81	77
71	81	78
70	81	78
70	80	77
59	11	107
59	12	106
60	11	107
59	12	105
29	59	29
29	60	29
28	60	30
29	60	30
55	74	88
55	74	89
55	73	88
56	74	88
22	44	30
22	43	29
22	44	28
22	44	29
21	76	47
21	76	46
21	75	46
20	75	47
82	117	71
82	117	73
81	117	73
82	116	72
8	71	69
7	73	70
8	71	70
7	73	70
42	20	44
42	20	44
43	20	44
43	20	44
23	95	99
23	96	98
22	97	99
23	96	99
99	72	38
99	72	37
98	71	38
99	73	37
94	37	19
92	37	19
93	36	20
92	37	21
50	120	44
50	119	44
51	120	44
50	119	45
17	80	102
19	81	102
18	81	101
18	82	102
108	83	63
108	81	62
108	83	61
109	82	62
75	83	52
76	83	52
75	83	51
76	85	52
119	88	76
119	88	75
119	88	75
119	88	75
2	77	66
3	76	66
2	77	66
3	77	66
44	61	126
44	59	126
43	59	126
44	60	125
5	53	68
5	55	68
6	54	68
6	54	67
43	72	64
44	73	63
44	73	65
44	72	64
43	100	24
43	101	24
43	102	24
43	100	23
49	116	82
50	116	81
49	117	81
49	116	83
35	94	27
36	93	28
36	94	28
35	93	28
32	32	47
31	33	47
32	32	46
32	32	47
103	101	35
103	101	35
103	101	35
103	101	36
62	74	9
62	74	10
62	76	9
61	74	10
98	58	23
98	58	24
99	57	22
99	57	23
107	106	62
106	104	61
107	105	62
106	104	62
72	66	4
73	65	4
72	65	3
73	65	4
51	81	115
50	82	117
50	80	116
51	81	116
34	71	12
34	72	12
34	70	13
35	71	13
8	36	44
8	36	46
8	38	46
7	36	45
44	54	89
44	53	88
44	55	89
45	55	88
13	17	45
13	17	45
13	17	45
13	17	45
70	86	68
70	86	67
70	85	69
70	85	69
22	112	70
23	111	71
23	112	72
22	112	71
35	86	28
36	87	29
34	87	29
35	86	30
38	8	48
38	8	49
39	8	49
39	9	50
52	26	40
52	25	40
52	26	40
52	26	39
37	26	19
37	26	19
37	27	19
37	26	19
49	42	11
48	42	10
48	43	11
48	44	11
87	95	19
87	95	19
87	95	19
87	95	19
32	75	52
32	74	53
32	74	54
31	74	52
53	8	96
54	6	97
53	6	97
53	7	96
8	61	62
8	62	62
9	62	60
8	61	60
3	77	64
3	79	66
69	102	28
69	100	29
68	100	29
69	100	28
30	19	107
30	19	106
29	21	107
30	20	106
26	103	90
26	104	89
27	105	91
27	104	91
110	76	102
110	77	101
110	76	101
109	76	101
29	61	24
30	62	24
29	63	24
29	62	25
66	92	107
66	92	108
67	93	107
66	93	107
77	90	105
77	91	105
78	92	106
78	91	105
39	47	70
39	48	69
39	46	69
39	47	68
92	75	14
93	76	13
93	74	13
92	74	13
25	14	70
25	15	68
24	14	69
25	14	70
38	64	63
37	64	64
38	62	63
38	63	64
80	61	5
80	61	5
80	59	6
80	61	6
106	41	62
107	40	62
106	40	61
107	40	61
6	44	58
6	43	57
4	44	57
6	45	57
110	96	83
110	98	82
109	98	84
110	97	84
44	19	78
44	19	78
44	19	80
45	18	79
9	50	49
9	49	49
10	50	49
9	48	49
53	11	85
53	11	84
53	11	85
53	11	85
81	42	112
82	43	112
81	41	112
81	42	111
11	74	80
12	73	78
11	74	78
12	75	79
35	21	38
36	19	38
37	21	38
35	20	39
13	92	67
12	92	66
13	92	65
13	91	65
35	88	17
35	89	16
36	90	17
36	88	16
73	102	98
73	100	99
73	102	98
73	100	98
98	55	34
98	53	34
98	55	33
98	53	34
32	66	71
32	66	70
31	67	71
33	67	71
78	103	29
78	103	28
79	103	28
79	102	28
31	107	89
31	106	88
32	107	88
31	106	88
73	28	46
74	29	48
73	29	48
73	29	48
64	31	62
65	31	62
65	31	62
65	30	62
83	54	9
82	54	10
82	53	9
82	52	10
36	78	53
36	78	53
37	77	53
36	78	52
52	78	78
51	78	78
51	80	79
52	80	78
77	92	106
103	46	44
102	46	43
102	47	44
103	46	43
35	105	93
36	105	93
49	12	45
49	13	46
50	14	45
49	14	45
30	19	26
30	19	27
31	18	26
31	19	27
78	85	110
77	85	110
78	84	109
7	66	73
7	65	72
7	65	74
7	64	74
12	27	55
12	28	54
12	29	54
13	27	54
17	26	96
17	24	96
17	26	96
16	26	97
59	25	102
59	24	102
60	23	102
61	24	101
36	7	51
36	7	50
36	8	51
37	8	50
44	25	94
42	23	93
42	25	95
43	25	93
32	89	32
33	89	32
33	88	32
32	88	31
98	53	109
99	52	108
98	52	109
97	53	108
50	57	79
50	58	79
51	59	78
50	58	78
27	63	25
27	64	24
28	64	23
27	64	24
37	23	30
36	22	30
36	22	31
37	23	31
48	25	77
49	23	77
49	24	78
48	23	77
18	81	57
18	79	57
18	79	56
19	79	57
109	79	101
109	80	101
110	79	101
109	78	100
31	82	110
31	82	111
31	80	111
32	81	111
54	49	83
54	48	82
53	49	82
54	49	82
36	91	31
36	90	31
36	90	29
37	90	31
116	49	44
115	48	44
115	48	45
115	49	46
76	24	32
76	24	31
77	23	32
76	23	32
95	68	18
94	68	19
94	70	19
94	69	18
55	58	10
54	59	9
53	58	9
54	58	10
40	32	122
40	31	122
39	31	121
40	32	122
76	100	20
77	99	21
76	101	21
76	100	22
104	43	79
104	43	80
104	44	79
103	44	79
30	27	11
31	29	11
31	27	11
31	28	10
32	20	26
33	20	26
33	20	25
32	21	26
66	68	104
67	68	103
66	69	104
68	69	104
41	55	3
41	57	4
40	57	4
41	55	5
53	104	103
54	105	103
53	105	104
54	104	103
46	91	67
47	89	67
46	90	67
46	89	67
25	26	51
25	27	52
24	28	51
25	27	52
67	18	20
68	17	20
68	18	20
68	17	21
36	55	32
36	54	31
37	54	32
36	54	32
13	91	80
12	90	78
12	89	80
12	91	78
67	14	102
68	15	102
68	14	103
68	14	102
15	22	45
15	22	47
14	23	46
14	22	46
15	96	55
16	96	54
15	97	55
16	95	55
15	23	66
15	23	67
15	22	66
16	22	67
105	56	20
105	56	21
105	56	20
104	57	21
12	53	86
10	52	86
12	52	85
12	52	87
69	111	43
69	111	42
69	112	43
70	111	43
5	72	64
4	73	63
3	74	63
4	74	63
20	105	65
20	105	66
20	106	66
19	105	66
30	16	104
30	16	103
30	16	103
31	17	104
70	56	77
69	57	78
70	56	77
70	57	77
36	49	44
36	48	43
36	50	43
37	50	42
40	85	17
40	84	17
40	85	18
40	85	17
121	48	60
122	49	62
122	47	61
122	48	62
39	46	104
38	47	103
39	46	103
38	47	105
50	12	46
51	13	46
51	12	47
51	11	46
115	64	32
114	63	32
115	62	32
115	63	34
96	92	22
95	91	23
95	90	22
96	90	22
19	104	55
19	102	56
18	103	56
18	102	55
46	20	33
45	20	32
45	21	32
46	21	32
34	92	102
33	93	101
33	92	101
33	91	102
74	106	90
74	106	89
75	105	90
74	105	90
74	40	6
73	39	7
74	41	8
73	41	7
33	93	103
32	95	103
33	94	102
33	95	102
113	75	67
113	76	69
114	76	68
114	77	67
96	47	33
95	47	33
95	46	34
95	48	34
34	53	104
34	53	103
34	52	102
33	53	103
55	79	87
54	81	87
54	80	88
55	81	87
53	10	107
53	11	109
54	11	109
53	10	107
64	91	108
64	92	106
64	93	107
64	91	107
22	71	64
21	71	65
22	70	65
22	72	64
2	35	46
3	36	46
3	35	46
3	35	46
51	26	46
51	26	47
50	26	46
50	25	47
17	98	60
16	98	60
16	97	60
16	98	61
49	29	74
49	28	73
48	29	73
49	29	72
18	79	104
18	77	104
18	79	103
18	77	104
99	59	97
100	61	97
99	60	96
98	60	97
71	81	51
71	82	50
70	81	49
70	82	51
61	62	72
61	64	72
60	63	72
60	64	72
41	69	23
41	68	22
41	69	22
42	68	23
29	73	93
28	72	92
29	72	93
28	72	94
79	12	28
79	13	28
78	13	27
78	13	29
31	25	24
30	26	25
31	26	26
31	26	25
41	6	85
41	6	84
40	6	84
41	7	85
98	46	70
99	47	70
98	46	70
98	45	70
36	83	57
35	83	56
36	83	56
36	82	56
73	74	37
74	74	38
73	73	38
74	73	37
47	91	112
47	93	112
46	93	112
47	92	114
78	18	21
77	18	22
78	17	22
78	19	23
43	17	94
43	16	93
44	17	92
44	17	94
69	19	95
69	18	94
70	20	95
70	18	95
70	28	12
71	27	11
70	27	10
70	28	11
46	14	110
47	14	110
47	13	111
47	13	109
20	34	55
19	32	55
19	34	55
19	33	55
39	43	99
38	41	99
39	43	99
38	41	99
39	97	101
40	98	102
39	97	100
39	98	101
27	100	82
27	101	82
27	100	83
27	101	82
123	68	46
123	69	48
123	70	46
122	69	46
119	70	69
120	71	69
119	71	69
119	71	70
73	79	114
74	77	114
73	78	114
74	77	114
46	63	71
45	63	70
46	61	71
45	62	72
66	46	98
65	47	98
65	46	99
66	46	99
47	50	13
46	52	12
46	52	13
47	50	11
44	60	118
44	60	120
45	61	119
43	61	118
93	97	28
92	97	27
92	98	29
92	98	27
41	74	67
42	74	67
41	73	67
41	74	66
29	55	10
28	54	12
28	55	12
27	55	11
57	17	22
56	17	23
56	17	22
56	16	23
53	21	73
52	21	72
53	22	73
53	22	71
82	93	104
81	93	104
81	94	104
82	94	103
93	41	107
93	40	108
93	40	109
93	41	108
35	117	91
35	117	89
35	118	90
36	116	90
92	46	31
93	47	30
93	47	30
93	46	31
25	59	34
25	59	33
26	60	34
26	59	34
57	20	31
57	19	30
56	19	30
57	19	29
76	21	104
77	21	105
77	22	105
77	21	105
83	86	108
83	86	106
82	85	107
82	87	106
57	59	5
56	58	6
56	58	4
57	58	5
78	86	109
84	91	84
85	91	84
85	91	84
26	42	51
25	41	50
26	42	49
26	41	50
85	27	86
85	26	85
84	27	87
84	27	86
115	84	90
114	84	92
114	85	90
114	84	90
33	9	67
33	11	67
32	11	67
33	11	69
31	55	95
30	56	93
30	55	95
31	55	95
27	30	26
27	32	25
26	31	25
26	32	26
109	93	88
109	93	86
109	91	87
108	93	87
32	24	21
33	26	22
32	24	23
33	24	22
74	34	98
74	34	98
74	33	98
74	34	96
97	32	24
97	32	24
97	32	24
96	33	24
11	82	61
10	82	62
11	82	62
11	82	62
62	15	74
61	14	74
62	13	73
62	14	75
51	23	44
51	24	45
51	25	44
51	24	45
9	40	93
9	38	93
8	40	92
9	38	92
59	32	44
58	33	46
59	32	46
59	33	44
46	31	51
46	29	51
46	29	52
46	29	51
83	82	86
82	82	85
83	81	86
82	82	86
111	37	47
112	36	48
113	36	48
113	38	48
19	19	68
19	20	66
18	21	68
19	21	67
6	43	71
6	41	71
7	42	72
42	11	27
43	12	26
42	10	26
41	12	26
13	71	63
13	72	61
13	71	60
12	72	61
30	108	96
29	108	95
29	109	96
30	109	95
40	89	106
40	89	106
40	91	105
39	90	106
29	62	22
30	60	22
30	62	20
31	61	21
